"state","race","sex","age","edu","total"
"12","black","male","60-69","hs",52050
"12","black","male","60-69","some college",39659
"12","black","male","60-69","4-year college",15481
"12","black","male","60-69","post-grad",9363
"12","black","male","70+","no hs",28833
"12","black","male","70+","hs",31255
"12","black","male","70+","some college",21678
"12","black","male","70+","4-year college",9487
"12","black","male","70+","post-grad",8394
"12","other","female","18-29","no hs",22871
"12","other","female","18-29","hs",75525
"12","other","female","18-29","some college",118605
"12","other","female","18-29","4-year college",52327
"12","other","female","18-29","post-grad",12789
"12","other","female","30-39","no hs",16273
"12","other","female","30-39","hs",46767
"12","other","female","30-39","some college",71120
"12","other","female","30-39","4-year college",59483
"12","other","female","30-39","post-grad",31892
"12","other","female","40-49","no hs",19478
"12","other","female","40-49","hs",50162
"12","other","female","40-49","some college",70787
"12","other","female","40-49","4-year college",59261
"12","other","female","40-49","post-grad",37070
"12","other","female","50-59","no hs",23419
"12","other","female","50-59","hs",58778
"12","other","female","50-59","some college",69193
"12","other","female","50-59","4-year college",49186
"12","other","female","50-59","post-grad",28541
"12","other","female","60-69","no hs",30070
"12","other","female","60-69","hs",52030
"12","other","female","60-69","some college",51045
"12","other","female","60-69","4-year college",33206
"12","other","female","60-69","post-grad",18817
"12","other","female","70+","no hs",60157
"12","other","female","70+","hs",56333
"12","other","female","70+","some college",37973
"12","other","female","70+","4-year college",25190
"12","other","female","70+","post-grad",14282
"12","other","male","18-29","no hs",35575
"12","other","male","18-29","hs",103012
"12","other","male","18-29","some college",106062
"12","other","male","18-29","4-year college",38582
"12","other","male","18-29","post-grad",7732
"12","other","male","30-39","no hs",19950
"12","other","male","30-39","hs",61869
"12","other","male","30-39","some college",69955
"12","other","male","30-39","4-year college",46678
"12","other","male","30-39","post-grad",26498
"12","other","male","40-49","no hs",24845
"12","other","male","40-49","hs",59016
"12","other","male","40-49","some college",64155
"12","other","male","40-49","4-year college",46680
"12","other","male","40-49","post-grad",28424
"12","other","male","50-59","no hs",27591
"12","other","male","50-59","hs",57227
"12","other","male","50-59","some college",57391
"12","other","male","50-59","4-year college",37436
"12","other","male","50-59","post-grad",26252
"12","other","male","60-69","no hs",22839
"12","other","male","60-69","hs",41063
"12","other","male","60-69","some college",40719
"12","other","male","60-69","4-year college",29268
"12","other","male","60-69","post-grad",21561
"12","other","male","70+","no hs",36412
"12","other","male","70+","hs",32797
"12","other","male","70+","some college",28267
"12","other","male","70+","4-year college",21165
"12","other","male","70+","post-grad",18393
"13","white","female","18-29","no hs",39204
"13","white","female","18-29","hs",108101
"13","white","female","18-29","some college",161514
"13","white","female","18-29","4-year college",91567
"13","white","female","18-29","post-grad",23261
"13","white","female","30-39","no hs",21438
"13","white","female","30-39","hs",64915
"13","white","female","30-39","some college",103987
"13","white","female","30-39","4-year college",96619
"13","white","female","30-39","post-grad",62650
"13","white","female","40-49","no hs",20049
"13","white","female","40-49","hs",69987
"13","white","female","40-49","some college",101580
"13","white","female","40-49","4-year college",89134
"13","white","female","40-49","post-grad",66018
"13","white","female","50-59","no hs",26896
"13","white","female","50-59","hs",100418
"13","white","female","50-59","some college",117681
"13","white","female","50-59","4-year college",89327
"13","white","female","50-59","post-grad",55216
"13","white","female","60-69","no hs",27464
"13","white","female","60-69","hs",112676
"13","white","female","60-69","some college",114934
"13","white","female","60-69","4-year college",69502
"13","white","female","60-69","post-grad",50353
"13","white","female","70+","no hs",48640
"13","white","female","70+","hs",152795
"13","white","female","70+","some college",105284
"13","white","female","70+","4-year college",54040
"13","white","female","70+","post-grad",43921
"13","white","male","18-29","no hs",51978
"13","white","male","18-29","hs",151079
"13","white","male","18-29","some college",148997
"13","white","male","18-29","4-year college",77615
"13","white","male","18-29","post-grad",14892
"13","white","male","30-39","no hs",27879
"13","white","male","30-39","hs",89888
"13","white","male","30-39","some college",99563
"13","white","male","30-39","4-year college",86311
"13","white","male","30-39","post-grad",44383
"13","white","male","40-49","no hs",30057
"13","white","male","40-49","hs",93784
"13","white","male","40-49","some college",93180
"13","white","male","40-49","4-year college",86460
"13","white","male","40-49","post-grad",50882
"13","white","male","50-59","no hs",37811
"13","white","male","50-59","hs",115257
"13","white","male","50-59","some college",101255
"13","white","male","50-59","4-year college",90506
"13","white","male","50-59","post-grad",53288
"13","white","male","60-69","no hs",34878
"13","white","male","60-69","hs",96987
"13","white","male","60-69","some college",93516
"13","white","male","60-69","4-year college",75396
"13","white","male","60-69","post-grad",47057
"13","white","male","70+","no hs",36671
"13","white","male","70+","hs",82464
"13","white","male","70+","some college",79627
"13","white","male","70+","4-year college",65208
"13","white","male","70+","post-grad",50832
"13","black","female","18-29","no hs",28292
"13","black","female","18-29","hs",96678
"13","black","female","18-29","some college",129233
"13","black","female","18-29","4-year college",45274
"13","black","female","18-29","post-grad",10984
"13","black","female","30-39","no hs",17574
"13","black","female","30-39","hs",58290
"13","black","female","30-39","some college",93826
"13","black","female","30-39","4-year college",48980
"13","black","female","30-39","post-grad",36884
"13","black","female","40-49","no hs",14750
"13","black","female","40-49","hs",51836
"13","black","female","40-49","some college",80261
"13","black","female","40-49","4-year college",42852
"13","black","female","40-49","post-grad",44589
"13","black","female","50-59","no hs",19538
"13","black","female","50-59","hs",61948
"13","black","female","50-59","some college",74876
"13","black","female","50-59","4-year college",37961
"13","black","female","50-59","post-grad",29240
"13","black","female","60-69","no hs",21255
"13","black","female","60-69","hs",60121
"13","black","female","60-69","some college",59990
"13","black","female","60-69","4-year college",23093
"13","black","female","60-69","post-grad",18211
"13","black","female","70+","no hs",35988
"13","black","female","70+","hs",45301
"13","black","female","70+","some college",31809
"13","black","female","70+","4-year college",11830
"13","black","female","70+","post-grad",11719
"13","black","male","18-29","no hs",45557
"13","black","male","18-29","hs",114406
"13","black","male","18-29","some college",102400
"13","black","male","18-29","4-year college",33943
"13","black","male","18-29","post-grad",4676
"13","black","male","30-39","no hs",26282
"13","black","male","30-39","hs",74579
"13","black","male","30-39","some college",66377
"13","black","male","30-39","4-year college",31792
"13","black","male","30-39","post-grad",14745
"13","black","male","40-49","no hs",20279
"13","black","male","40-49","hs",69333
"13","black","male","40-49","some college",58849
"13","black","male","40-49","4-year college",29090
"13","black","male","40-49","post-grad",19858
"13","black","male","50-59","no hs",19621
"13","black","male","50-59","hs",70583
"13","black","male","50-59","some college",53075
"13","black","male","50-59","4-year college",26066
"13","black","male","50-59","post-grad",17734
"13","black","male","60-69","no hs",22474
"13","black","male","60-69","hs",52042
"13","black","male","60-69","some college",41016
"13","black","male","60-69","4-year college",17848
"13","black","male","60-69","post-grad",11619
"13","black","male","70+","no hs",23164
"13","black","male","70+","hs",27852
"13","black","male","70+","some college",19379
"13","black","male","70+","4-year college",7775
"13","black","male","70+","post-grad",7142
"13","other","female","18-29","no hs",10870
"13","other","female","18-29","hs",29730
"13","other","female","18-29","some college",40461
"13","other","female","18-29","4-year college",18770
"13","other","female","18-29","post-grad",4605
"13","other","female","30-39","no hs",6509
"13","other","female","30-39","hs",11672
"13","other","female","30-39","some college",18155
"13","other","female","30-39","4-year college",19047
"13","other","female","30-39","post-grad",11648
"13","other","female","40-49","no hs",8123
"13","other","female","40-49","hs",13809
"13","other","female","40-49","some college",16337
"13","other","female","40-49","4-year college",16946
"13","other","female","40-49","post-grad",15575
"13","other","female","50-59","no hs",7682
"13","other","female","50-59","hs",12467
"13","other","female","50-59","some college",14376
"13","other","female","50-59","4-year college",12932
"13","other","female","50-59","post-grad",9108
"13","other","female","60-69","no hs",7552
"13","other","female","60-69","hs",10875
"13","other","female","60-69","some college",11943
"13","other","female","60-69","4-year college",8718
"13","other","female","60-69","post-grad",5530
"13","other","female","70+","no hs",7264
"13","other","female","70+","hs",7282
"13","other","female","70+","some college",6617
"13","other","female","70+","4-year college",4642
"13","other","female","70+","post-grad",3227
"13","other","male","18-29","no hs",15833
"13","other","male","18-29","hs",34174
"13","other","male","18-29","some college",38058
"13","other","male","18-29","4-year college",18058
"13","other","male","18-29","post-grad",2683
"13","other","male","30-39","no hs",8902
"13","other","male","30-39","hs",14756
"13","other","male","30-39","some college",18169
"13","other","male","30-39","4-year college",14645
"13","other","male","30-39","post-grad",9562
"13","other","male","40-49","no hs",8424
"13","other","male","40-49","hs",12207
"13","other","male","40-49","some college",14627
"13","other","male","40-49","4-year college",13885
"13","other","male","40-49","post-grad",10626
"13","other","male","50-59","no hs",8351
"13","other","male","50-59","hs",12380
"13","other","male","50-59","some college",12922
"13","other","male","50-59","4-year college",10665
"13","other","male","50-59","post-grad",10483
"13","other","male","60-69","no hs",6135
"13","other","male","60-69","hs",6875
"13","other","male","60-69","some college",8060
"13","other","male","60-69","4-year college",8241
"13","other","male","60-69","post-grad",6388
"13","other","male","70+","no hs",4178
"13","other","male","70+","hs",5193
"13","other","male","70+","some college",4392
"13","other","male","70+","4-year college",4376
"13","other","male","70+","post-grad",4679
"15","white","female","18-29","no hs",574
"15","white","female","18-29","hs",4916
"15","white","female","18-29","some college",8802
"15","white","female","18-29","4-year college",4978
"15","white","female","18-29","post-grad",1537
"15","white","female","30-39","no hs",398
"15","white","female","30-39","hs",3341
"15","white","female","30-39","some college",5945
"15","white","female","30-39","4-year college",7498
"15","white","female","30-39","post-grad",4838
"15","white","female","40-49","no hs",556
"15","white","female","40-49","hs",2554
"15","white","female","40-49","some college",3981
"15","white","female","40-49","4-year college",5177
"15","white","female","40-49","post-grad",4476
"15","white","female","50-59","no hs",399
"15","white","female","50-59","hs",3150
"15","white","female","50-59","some college",5569
"15","white","female","50-59","4-year college",4809
"15","white","female","50-59","post-grad",3504
"15","white","female","60-69","no hs",357
"15","white","female","60-69","hs",4656
"15","white","female","60-69","some college",8867
"15","white","female","60-69","4-year college",5138
"15","white","female","60-69","post-grad",4510
"15","white","female","70+","no hs",1205
"15","white","female","70+","hs",5752
"15","white","female","70+","some college",7393
"15","white","female","70+","4-year college",5208
"15","white","female","70+","post-grad",4532
"15","white","male","18-29","no hs",974
"15","white","male","18-29","hs",13330
"15","white","male","18-29","some college",12145
"15","white","male","18-29","4-year college",4111
"15","white","male","18-29","post-grad",765
"15","white","male","30-39","no hs",847
"15","white","male","30-39","hs",5058
"15","white","male","30-39","some college",8821
"15","white","male","30-39","4-year college",6334
"15","white","male","30-39","post-grad",4358
"15","white","male","40-49","no hs",618
"15","white","male","40-49","hs",4131
"15","white","male","40-49","some college",6804
"15","white","male","40-49","4-year college",5494
"15","white","male","40-49","post-grad",4972
"15","white","male","50-59","no hs",826
"15","white","male","50-59","hs",5265
"15","white","male","50-59","some college",7222
"15","white","male","50-59","4-year college",5364
"15","white","male","50-59","post-grad",3817
"15","white","male","60-69","no hs",891
"15","white","male","60-69","hs",5655
"15","white","male","60-69","some college",7590
"15","white","male","60-69","4-year college",5732
"15","white","male","60-69","post-grad",5033
"15","white","male","70+","no hs",813
"15","white","male","70+","hs",3916
"15","white","male","70+","some college",7137
"15","white","male","70+","4-year college",5863
"15","white","male","70+","post-grad",7767
"15","black","female","18-29","no hs",71
"15","black","female","18-29","hs",594
"15","black","female","18-29","some college",1612
"15","black","female","18-29","4-year college",388
"15","black","female","18-29","post-grad",56
"15","black","female","30-39","no hs",102
"15","black","female","30-39","hs",109
"15","black","female","30-39","some college",544
"15","black","female","30-39","4-year college",747
"15","black","female","30-39","post-grad",387
"15","black","female","40-49","no hs",81
"15","black","female","40-49","hs",23
"15","black","female","40-49","some college",848
"15","black","female","40-49","4-year college",367
"15","black","female","40-49","post-grad",176
"15","black","female","50-59","no hs",0
"15","black","female","50-59","hs",102
"15","black","female","50-59","some college",196
"15","black","female","50-59","4-year college",187
"15","black","female","50-59","post-grad",156
"15","black","female","60-69","no hs",0
"15","black","female","60-69","hs",132
"15","black","female","60-69","some college",238
"15","black","female","60-69","4-year college",169
"15","black","female","60-69","post-grad",124
"15","black","female","70+","no hs",34
"15","black","female","70+","hs",54
"15","black","female","70+","some college",130
"15","black","female","70+","4-year college",75
"15","black","female","70+","post-grad",123
"15","black","male","18-29","no hs",187
"15","black","male","18-29","hs",1754
"15","black","male","18-29","some college",2830
"15","black","male","18-29","4-year college",234
"15","black","male","18-29","post-grad",91
"15","black","male","30-39","no hs",194
"15","black","male","30-39","hs",494
"15","black","male","30-39","some college",1406
"15","black","male","30-39","4-year college",863
"15","black","male","30-39","post-grad",507
"15","black","male","40-49","no hs",6
"15","black","male","40-49","hs",372
"15","black","male","40-49","some college",1295
"15","black","male","40-49","4-year college",386
"15","black","male","40-49","post-grad",147
"15","black","male","50-59","no hs",87
"15","black","male","50-59","hs",236
"15","black","male","50-59","some college",675
"15","black","male","50-59","4-year college",185
"15","black","male","50-59","post-grad",376
"15","black","male","60-69","no hs",15
"15","black","male","60-69","hs",279
"15","black","male","60-69","some college",344
"15","black","male","60-69","4-year college",282
"15","black","male","60-69","post-grad",123
"15","black","male","70+","no hs",30
"15","black","male","70+","hs",157
"15","black","male","70+","some college",168
"15","black","male","70+","4-year college",160
"15","black","male","70+","post-grad",94
"15","other","female","18-29","no hs",3751
"15","other","female","18-29","hs",22721
"15","other","female","18-29","some college",28653
"15","other","female","18-29","4-year college",12357
"15","other","female","18-29","post-grad",2776
"15","other","female","30-39","no hs",2206
"15","other","female","30-39","hs",14676
"15","other","female","30-39","some college",19484
"15","other","female","30-39","4-year college",16004
"15","other","female","30-39","post-grad",8872
"15","other","female","40-49","no hs",2581
"15","other","female","40-49","hs",12799
"15","other","female","40-49","some college",18831
"15","other","female","40-49","4-year college",14582
"15","other","female","40-49","post-grad",8296
"15","other","female","50-59","no hs",3531
"15","other","female","50-59","hs",15365
"15","other","female","50-59","some college",20102
"15","other","female","50-59","4-year college",13499
"15","other","female","50-59","post-grad",6596
"15","other","female","60-69","no hs",4864
"15","other","female","60-69","hs",15065
"15","other","female","60-69","some college",21137
"15","other","female","60-69","4-year college",13586
"15","other","female","60-69","post-grad",7065
"15","other","female","70+","no hs",11624
"15","other","female","70+","hs",26837
"15","other","female","70+","some college",19140
"15","other","female","70+","4-year college",10631
"15","other","female","70+","post-grad",7050
"15","other","male","18-29","no hs",5602
"15","other","male","18-29","hs",30520
"15","other","male","18-29","some college",26485
"15","other","male","18-29","4-year college",10170
"15","other","male","18-29","post-grad",1574
"15","other","male","30-39","no hs",3002
"15","other","male","30-39","hs",20780
"15","other","male","30-39","some college",20521
"15","other","male","30-39","4-year college",13971
"15","other","male","30-39","post-grad",5370
"15","other","male","40-49","no hs",3439
"15","other","male","40-49","hs",17410
"15","other","male","40-49","some college",19010
"15","other","male","40-49","4-year college",12303
"15","other","male","40-49","post-grad",5702
"15","other","male","50-59","no hs",4338
"15","other","male","50-59","hs",19845
"15","other","male","50-59","some college",18416
"15","other","male","50-59","4-year college",11528
"15","other","male","50-59","post-grad",4561
"15","other","male","60-69","no hs",4677
"15","other","male","60-69","hs",15352
"15","other","male","60-69","some college",18978
"15","other","male","60-69","4-year college",11012
"15","other","male","60-69","post-grad",5678
"15","other","male","70+","no hs",6727
"15","other","male","70+","hs",17702
"15","other","male","70+","some college",14371
"15","other","male","70+","4-year college",11259
"15","other","male","70+","post-grad",5684
"16","white","female","18-29","no hs",9170
"16","white","female","18-29","hs",35336
"16","white","female","18-29","some college",53807
"16","white","female","18-29","4-year college",19535
"16","white","female","18-29","post-grad",3119
"16","white","female","30-39","no hs",4170
"16","white","female","30-39","hs",18847
"16","white","female","30-39","some college",34619
"16","white","female","30-39","4-year college",27401
"16","white","female","30-39","post-grad",9899
"16","white","female","40-49","no hs",4428
"16","white","female","40-49","hs",18103
"16","white","female","40-49","some college",35513
"16","white","female","40-49","4-year college",22788
"16","white","female","40-49","post-grad",11229
"16","white","female","50-59","no hs",5555
"16","white","female","50-59","hs",21529
"16","white","female","50-59","some college",35764
"16","white","female","50-59","4-year college",18761
"16","white","female","50-59","post-grad",9528
"16","white","female","60-69","no hs",5187
"16","white","female","60-69","hs",26944
"16","white","female","60-69","some college",39374
"16","white","female","60-69","4-year college",17298
"16","white","female","60-69","post-grad",8918
"16","white","female","70+","no hs",7945
"16","white","female","70+","hs",33369
"16","white","female","70+","some college",33156
"16","white","female","70+","4-year college",15354
"16","white","female","70+","post-grad",9081
"16","white","male","18-29","no hs",13793
"16","white","male","18-29","hs",47676
"16","white","male","18-29","some college",46334
"16","white","male","18-29","4-year college",14375
"16","white","male","18-29","post-grad",1752
"16","white","male","30-39","no hs",5353
"16","white","male","30-39","hs",28203
"16","white","male","30-39","some college",34553
"16","white","male","30-39","4-year college",20565
"16","white","male","30-39","post-grad",9834
"16","white","male","40-49","no hs",6342
"16","white","male","40-49","hs",23416
"16","white","male","40-49","some college",33593
"16","white","male","40-49","4-year college",20347
"16","white","male","40-49","post-grad",11779
"16","white","male","50-59","no hs",7511
"16","white","male","50-59","hs",25947
"16","white","male","50-59","some college",31598
"16","white","male","50-59","4-year college",16852
"16","white","male","50-59","post-grad",10373
"16","white","male","60-69","no hs",5425
"16","white","male","60-69","hs",26991
"16","white","male","60-69","some college",33755
"16","white","male","60-69","4-year college",17346
"16","white","male","60-69","post-grad",10822
"16","white","male","70+","no hs",5874
"16","white","male","70+","hs",22327
"16","white","male","70+","some college",28676
"16","white","male","70+","4-year college",18146
"16","white","male","70+","post-grad",13496
"16","black","female","18-29","no hs",139
"16","black","female","18-29","hs",447
"16","black","female","18-29","some college",590
"16","black","female","18-29","4-year college",73
"16","black","female","18-29","post-grad",0
"16","black","female","30-39","no hs",14
"16","black","female","30-39","hs",190
"16","black","female","30-39","some college",152
"16","black","female","30-39","4-year college",25
"16","black","female","30-39","post-grad",33
"16","black","female","40-49","no hs",178
"16","black","female","40-49","hs",147
"16","black","female","40-49","some college",199
"16","black","female","40-49","4-year college",0
"16","black","female","40-49","post-grad",24
"16","black","female","50-59","no hs",3
"16","black","female","50-59","hs",53
"16","black","female","50-59","some college",66
"16","black","female","50-59","4-year college",80
"16","black","female","50-59","post-grad",5
"16","black","female","60-69","no hs",0
"16","black","female","60-69","hs",58
"16","black","female","60-69","some college",61
"16","black","female","60-69","4-year college",0
"16","black","female","60-69","post-grad",0
"16","black","female","70+","no hs",0
"16","black","female","70+","hs",1
"16","black","female","70+","some college",3
"16","black","female","70+","4-year college",0
"16","black","female","70+","post-grad",0
"16","black","male","18-29","no hs",314
"16","black","male","18-29","hs",770
"16","black","male","18-29","some college",1254
"16","black","male","18-29","4-year college",105
"16","black","male","18-29","post-grad",0
"16","black","male","30-39","no hs",61
"16","black","male","30-39","hs",265
"16","black","male","30-39","some college",418
"16","black","male","30-39","4-year college",274
"16","black","male","30-39","post-grad",101
"16","black","male","40-49","no hs",217
"16","black","male","40-49","hs",268
"16","black","male","40-49","some college",271
"16","black","male","40-49","4-year college",65
"16","black","male","40-49","post-grad",61
"16","black","male","50-59","no hs",74
"16","black","male","50-59","hs",252
"16","black","male","50-59","some college",217
"16","black","male","50-59","4-year college",223
"16","black","male","50-59","post-grad",61
"16","black","male","60-69","no hs",0
"16","black","male","60-69","hs",187
"16","black","male","60-69","some college",85
"16","black","male","60-69","4-year college",25
"16","black","male","60-69","post-grad",29
"16","black","male","70+","no hs",85
"16","black","male","70+","hs",0
"16","black","male","70+","some college",55
"16","black","male","70+","4-year college",16
"16","black","male","70+","post-grad",55
"16","other","female","18-29","no hs",2389
"16","other","female","18-29","hs",8206
"16","other","female","18-29","some college",8924
"16","other","female","18-29","4-year college",2561
"16","other","female","18-29","post-grad",344
"16","other","female","30-39","no hs",1056
"16","other","female","30-39","hs",3622
"16","other","female","30-39","some college",6102
"16","other","female","30-39","4-year college",3329
"16","other","female","30-39","post-grad",1394
"16","other","female","40-49","no hs",1737
"16","other","female","40-49","hs",3344
"16","other","female","40-49","some college",3361
"16","other","female","40-49","4-year college",2287
"16","other","female","40-49","post-grad",1113
"16","other","female","50-59","no hs",1302
"16","other","female","50-59","hs",2764
"16","other","female","50-59","some college",3947
"16","other","female","50-59","4-year college",1550
"16","other","female","50-59","post-grad",868
"16","other","female","60-69","no hs",1718
"16","other","female","60-69","hs",1970
"16","other","female","60-69","some college",2474
"16","other","female","60-69","4-year college",885
"16","other","female","60-69","post-grad",560
"16","other","female","70+","no hs",1958
"16","other","female","70+","hs",2547
"16","other","female","70+","some college",1801
"16","other","female","70+","4-year college",966
"16","other","female","70+","post-grad",320
"16","other","male","18-29","no hs",3504
"16","other","male","18-29","hs",9190
"16","other","male","18-29","some college",8093
"16","other","male","18-29","4-year college",1553
"16","other","male","18-29","post-grad",33
"16","other","male","30-39","no hs",2506
"16","other","male","30-39","hs",4686
"16","other","male","30-39","some college",4710
"16","other","male","30-39","4-year college",2333
"16","other","male","30-39","post-grad",1149
"16","other","male","40-49","no hs",1670
"16","other","male","40-49","hs",3125
"16","other","male","40-49","some college",3461
"16","other","male","40-49","4-year college",1816
"16","other","male","40-49","post-grad",1061
"16","other","male","50-59","no hs",2554
"16","other","male","50-59","hs",3222
"16","other","male","50-59","some college",2854
"16","other","male","50-59","4-year college",1091
"16","other","male","50-59","post-grad",837
"16","other","male","60-69","no hs",1621
"16","other","male","60-69","hs",2312
"16","other","male","60-69","some college",2741
"16","other","male","60-69","4-year college",1310
"16","other","male","60-69","post-grad",819
"16","other","male","70+","no hs",1117
"16","other","male","70+","hs",1239
"16","other","male","70+","some college",1000
"16","other","male","70+","4-year college",747
"16","other","male","70+","post-grad",482
"17","white","female","18-29","no hs",38686
"17","white","female","18-29","hs",127751
"17","white","female","18-29","some college",216685
"17","white","female","18-29","4-year college",161434
"17","white","female","18-29","post-grad",40982
"17","white","female","30-39","no hs",17051
"17","white","female","30-39","hs",72795
"17","white","female","30-39","some college",139080
"17","white","female","30-39","4-year college",164934
"17","white","female","30-39","post-grad",113516
"17","white","female","40-49","no hs",16900
"17","white","female","40-49","hs",80130
"17","white","female","40-49","some college",140343
"17","white","female","40-49","4-year college",130924
"17","white","female","40-49","post-grad",103432
"17","white","female","50-59","no hs",25614
"17","white","female","50-59","hs",131393
"17","white","female","50-59","some college",176582
"17","white","female","50-59","4-year college",134041
"17","white","female","50-59","post-grad",88030
"17","white","female","60-69","no hs",27432
"17","white","female","60-69","hs",163150
"17","white","female","60-69","some college",180247
"17","white","female","60-69","4-year college",103924
"17","white","female","60-69","post-grad",78215
"17","white","female","70+","no hs",61272
"17","white","female","70+","hs",241978
"17","white","female","70+","some college",161695
"17","white","female","70+","4-year college",85065
"17","white","female","70+","post-grad",64955
"17","white","male","18-29","no hs",50908
"17","white","male","18-29","hs",175680
"17","white","male","18-29","some college",220655
"17","white","male","18-29","4-year college",136888
"17","white","male","18-29","post-grad",25694
"17","white","male","30-39","no hs",24416
"17","white","male","30-39","hs",111311
"17","white","male","30-39","some college",148360
"17","white","male","30-39","4-year college",157921
"17","white","male","30-39","post-grad",79224
"17","white","male","40-49","no hs",27016
"17","white","male","40-49","hs",115678
"17","white","male","40-49","some college",140554
"17","white","male","40-49","4-year college",127864
"17","white","male","40-49","post-grad",77648
"17","white","male","50-59","no hs",36896
"17","white","male","50-59","hs",155802
"17","white","male","50-59","some college",160819
"17","white","male","50-59","4-year college",127477
"17","white","male","50-59","post-grad",81490
"17","white","male","60-69","no hs",33648
"17","white","male","60-69","hs",155253
"17","white","male","60-69","some college",162033
"17","white","male","60-69","4-year college",104004
"17","white","male","60-69","post-grad",79184
"17","white","male","70+","no hs",43452
"17","white","male","70+","hs",141443
"17","white","male","70+","some college",115279
"17","white","male","70+","4-year college",80011
"17","white","male","70+","post-grad",79047
"17","black","female","18-29","no hs",17114
"17","black","female","18-29","hs",52012
"17","black","female","18-29","some college",64773
"17","black","female","18-29","4-year college",21624
"17","black","female","18-29","post-grad",5301
"17","black","female","30-39","no hs",8725
"17","black","female","30-39","hs",27916
"17","black","female","30-39","some college",50090
"17","black","female","30-39","4-year college",18292
"17","black","female","30-39","post-grad",15203
"17","black","female","40-49","no hs",10187
"17","black","female","40-49","hs",25854
"17","black","female","40-49","some college",40878
"17","black","female","40-49","4-year college",19712
"17","black","female","40-49","post-grad",18816
"17","black","female","50-59","no hs",10389
"17","black","female","50-59","hs",28004
"17","black","female","50-59","some college",45695
"17","black","female","50-59","4-year college",16866
"17","black","female","50-59","post-grad",14078
"17","black","female","60-69","no hs",13719
"17","black","female","60-69","hs",27381
"17","black","female","60-69","some college",42267
"17","black","female","60-69","4-year college",13834
"17","black","female","60-69","post-grad",11085
"17","black","female","70+","no hs",19625
"17","black","female","70+","hs",29148
"17","black","female","70+","some college",30401
"17","black","female","70+","4-year college",8400
"17","black","female","70+","post-grad",9333
"17","black","male","18-29","no hs",22023
"17","black","male","18-29","hs",60865
"17","black","male","18-29","some college",54919
"17","black","male","18-29","4-year college",16136
"17","black","male","18-29","post-grad",3582
"17","black","male","30-39","no hs",12557
"17","black","male","30-39","hs",36944
"17","black","male","30-39","some college",35354
"17","black","male","30-39","4-year college",16291
"17","black","male","30-39","post-grad",7952
"17","black","male","40-49","no hs",12126
"17","black","male","40-49","hs",32052
"17","black","male","40-49","some college",32255
"17","black","male","40-49","4-year college",12563
"17","black","male","40-49","post-grad",7511
"17","black","male","50-59","no hs",13279
"17","black","male","50-59","hs",32505
"17","black","male","50-59","some college",31866
"17","black","male","50-59","4-year college",13520
"17","black","male","50-59","post-grad",8200
"17","black","male","60-69","no hs",13176
"17","black","male","60-69","hs",26316
"17","black","male","60-69","some college",28492
"17","black","male","60-69","4-year college",9005
"17","black","male","60-69","post-grad",4697
"17","black","male","70+","no hs",12856
"17","black","male","70+","hs",19502
"17","black","male","70+","some college",15918
"17","black","male","70+","4-year college",5128
"17","black","male","70+","post-grad",5164
"17","other","female","18-29","no hs",16257
"17","other","female","18-29","hs",52524
"17","other","female","18-29","some college",77001
"17","other","female","18-29","4-year college",39413
"17","other","female","18-29","post-grad",10392
"17","other","female","30-39","no hs",8623
"17","other","female","30-39","hs",21937
"17","other","female","30-39","some college",35799
"17","other","female","30-39","4-year college",33161
"17","other","female","30-39","post-grad",23950
"17","other","female","40-49","no hs",12899
"17","other","female","40-49","hs",24015
"17","other","female","40-49","some college",27926
"17","other","female","40-49","4-year college",30421
"17","other","female","40-49","post-grad",23398
"17","other","female","50-59","no hs",16474
"17","other","female","50-59","hs",20453
"17","other","female","50-59","some college",24276
"17","other","female","50-59","4-year college",21915
"17","other","female","50-59","post-grad",15692
"17","other","female","60-69","no hs",17437
"17","other","female","60-69","hs",17403
"17","other","female","60-69","some college",17775
"17","other","female","60-69","4-year college",16979
"17","other","female","60-69","post-grad",8517
"17","other","female","70+","no hs",20157
"17","other","female","70+","hs",14492
"17","other","female","70+","some college",10829
"17","other","female","70+","4-year college",14038
"17","other","female","70+","post-grad",6245
"17","other","male","18-29","no hs",21990
"17","other","male","18-29","hs",67113
"17","other","male","18-29","some college",73064
"17","other","male","18-29","4-year college",36052
"17","other","male","18-29","post-grad",7642
"17","other","male","30-39","no hs",13077
"17","other","male","30-39","hs",30235
"17","other","male","30-39","some college",35464
"17","other","male","30-39","4-year college",31754
"17","other","male","30-39","post-grad",18240
"17","other","male","40-49","no hs",14721
"17","other","male","40-49","hs",28409
"17","other","male","40-49","some college",28795
"17","other","male","40-49","4-year college",26238
"17","other","male","40-49","post-grad",21683
"17","other","male","50-59","no hs",19475
"17","other","male","50-59","hs",24050
"17","other","male","50-59","some college",22724
"17","other","male","50-59","4-year college",18705
"17","other","male","50-59","post-grad",15908
"17","other","male","60-69","no hs",17795
"17","other","male","60-69","hs",15752
"17","other","male","60-69","some college",15519
"17","other","male","60-69","4-year college",13480
"17","other","male","60-69","post-grad",9100
"17","other","male","70+","no hs",13795
"17","other","male","70+","hs",9532
"17","other","male","70+","some college",9028
"17","other","male","70+","4-year college",10095
"17","other","male","70+","post-grad",9087
"18","white","female","18-29","no hs",39288
"18","white","female","18-29","hs",119973
"18","white","female","18-29","some college",159905
