"sex","race","age","zip","time","date","tests","cases"
"male","white","18-34","48023",14,"2020-03-30",16,0
"male","white","18-34","48023",14,"2020-03-30",45,2
"male","white","18-34","48023",14,"2020-03-30",7,0
"male","white","18-34","48023",14,"2020-03-30",139,3
"male","white","18-34","48023",14,"2020-03-30",8,1
"male","white","18-34","48023",14,"2020-03-30",27,3
"male","white","18-34","48023",14,"2020-03-30",21,2
"male","white","18-34","48023",14,"2020-03-30",49,1
"male","white","18-34","48023",14,"2020-03-30",11,0
"male","white","18-34","48023",14,"2020-03-30",4,0
"male","white","18-34","48025",15,"2020-04-06",7,0
"male","white","18-34","48025",15,"2020-04-06",19,0
"male","white","18-34","48025",15,"2020-04-06",3,0
"male","white","18-34","48025",15,"2020-04-06",59,2
"male","white","18-34","48025",15,"2020-04-06",3,0
"male","white","18-34","48025",15,"2020-04-06",11,0
"male","white","18-34","48025",15,"2020-04-06",9,0
"male","white","18-34","48025",15,"2020-04-06",20,0
"male","white","18-34","48025",15,"2020-04-06",4,0
"male","white","18-34","48025",15,"2020-04-06",1,0
"male","white","18-34","48026",16,"2020-04-13",7,1
"male","white","18-34","48026",16,"2020-04-13",21,0
"male","white","18-34","48026",16,"2020-04-13",3,0
"male","white","18-34","48026",16,"2020-04-13",65,1
"male","white","18-34","48026",16,"2020-04-13",4,0
"male","white","18-34","48026",16,"2020-04-13",12,0
"male","white","18-34","48026",16,"2020-04-13",10,0
"male","white","18-34","48026",16,"2020-04-13",23,4
"male","white","18-34","48026",16,"2020-04-13",5,0
"male","white","18-34","48026",16,"2020-04-13",1,0
"male","white","18-34","48027",17,"2020-04-20",4,0
"male","white","18-34","48027",17,"2020-04-20",11,0
"male","white","18-34","48027",17,"2020-04-20",2,0
"male","white","18-34","48027",17,"2020-04-20",36,0
"male","white","18-34","48027",17,"2020-04-20",2,0
"male","white","18-34","48027",17,"2020-04-20",7,0
"male","white","18-34","48027",17,"2020-04-20",5,0
"male","white","18-34","48027",17,"2020-04-20",12,0
"male","white","18-34","48027",17,"2020-04-20",2,0
"male","white","18-34","48027",17,"2020-04-20",1,0
"male","white","18-34","48028",18,"2020-04-27",3,0
"male","white","18-34","48028",18,"2020-04-27",8,0
"male","white","18-34","48028",18,"2020-04-27",1,0
"male","white","18-34","48028",18,"2020-04-27",26,1
"male","white","18-34","48028",18,"2020-04-27",1,0
"male","white","18-34","48028",18,"2020-04-27",5,0
"male","white","18-34","48028",18,"2020-04-27",4,0
"male","white","18-34","48028",18,"2020-04-27",9,0
"male","white","18-34","48028",18,"2020-04-27",2,0
"male","white","18-34","48030",19,"2020-05-04",6,0
"male","white","18-34","48030",19,"2020-05-04",16,0
"male","white","18-34","48030",19,"2020-05-04",2,0
"male","white","18-34","48030",19,"2020-05-04",52,1
"male","white","18-34","48030",19,"2020-05-04",3,0
"male","white","18-34","48030",19,"2020-05-04",10,0
"male","white","18-34","48030",19,"2020-05-04",8,0
"male","white","18-34","48030",19,"2020-05-04",18,0
"male","white","18-34","48030",19,"2020-05-04",4,0
"male","white","18-34","48030",19,"2020-05-04",1,0
"male","white","18-34","48032",20,"2020-05-11",2,0
"male","white","18-34","48032",20,"2020-05-11",7,1
"male","white","18-34","48032",20,"2020-05-11",1,0
"male","white","18-34","48032",20,"2020-05-11",22,2
"male","white","18-34","48032",20,"2020-05-11",1,0
"male","white","18-34","48032",20,"2020-05-11",4,0
"male","white","18-34","48032",20,"2020-05-11",3,0
"male","white","18-34","48032",20,"2020-05-11",7,1
"male","white","18-34","48032",20,"2020-05-11",1,0
"male","white","18-34","48033",21,"2020-05-18",2,0
"male","white","18-34","48033",21,"2020-05-18",6,0
"male","white","18-34","48033",21,"2020-05-18",1,0
"male","white","18-34","48033",21,"2020-05-18",18,1
"male","white","18-34","48033",21,"2020-05-18",1,0
"male","white","18-34","48033",21,"2020-05-18",3,0
"male","white","18-34","48033",21,"2020-05-18",2,0
"male","white","18-34","48033",21,"2020-05-18",6,0
"male","white","18-34","48033",21,"2020-05-18",1,0
"male","white","18-34","48034",22,"2020-05-25",1,0
"male","white","18-34","48034",22,"2020-05-25",4,0
"male","white","18-34","48034",22,"2020-05-25",15,1
"male","white","18-34","48034",22,"2020-05-25",2,0
"male","white","18-34","48034",22,"2020-05-25",2,0
"male","white","18-34","48034",22,"2020-05-25",5,0
"male","white","18-34","48034",22,"2020-05-25",1,0
"male","white","18-34","48035",23,"2020-06-01",3,0
"male","white","18-34","48035",23,"2020-06-01",8,0
"male","white","18-34","48035",23,"2020-06-01",1,0
"male","white","18-34","48035",23,"2020-06-01",25,0
"male","white","18-34","48035",23,"2020-06-01",1,0
"male","white","18-34","48035",23,"2020-06-01",5,0
"male","white","18-34","48035",23,"2020-06-01",4,0
"male","white","18-34","48035",23,"2020-06-01",9,0
"male","white","18-34","48035",23,"2020-06-01",2,0
"male","white","18-34","48036",24,"2020-06-08",3,0
"male","white","18-34","48036",24,"2020-06-08",9,0
"male","white","18-34","48036",24,"2020-06-08",1,0
"male","white","18-34","48036",24,"2020-06-08",28,0
"male","white","18-34","48036",24,"2020-06-08",1,0
"male","white","18-34","48036",24,"2020-06-08",5,0
"male","white","18-34","48036",24,"2020-06-08",4,0
"male","white","18-34","48036",24,"2020-06-08",9,0
"male","white","18-34","48036",24,"2020-06-08",2,0
"male","white","18-34","48037",25,"2020-06-15",2,0
"male","white","18-34","48037",25,"2020-06-15",6,0
"male","white","18-34","48037",25,"2020-06-15",1,0
"male","white","18-34","48037",25,"2020-06-15",20,1
"male","white","18-34","48037",25,"2020-06-15",1,0
"male","white","18-34","48037",25,"2020-06-15",4,0
"male","white","18-34","48037",25,"2020-06-15",3,1
"male","white","18-34","48037",25,"2020-06-15",7,0
"male","white","18-34","48037",25,"2020-06-15",1,0
"male","white","18-34","48038",26,"2020-06-22",2,0
"male","white","18-34","48038",26,"2020-06-22",6,0
"male","white","18-34","48038",26,"2020-06-22",1,0
"male","white","18-34","48038",26,"2020-06-22",1,0
"male","white","18-34","48038",26,"2020-06-22",2,0
"male","white","18-34","48039",27,"2020-06-29",4,0
"male","white","18-34","48039",27,"2020-06-29",11,0
"male","white","18-34","48039",27,"2020-06-29",1,0
"male","white","18-34","48039",27,"2020-06-29",35,0
"male","white","18-34","48039",27,"2020-06-29",2,0
"male","white","18-34","48039",27,"2020-06-29",6,0
"male","white","18-34","48039",27,"2020-06-29",5,0
"male","white","18-34","48039",27,"2020-06-29",12,0
"male","white","18-34","48039",27,"2020-06-29",2,0
"male","white","18-34","48039",27,"2020-06-29",1,0
"male","white","18-34","48040",28,"2020-07-06",3,0
"male","white","18-34","48040",28,"2020-07-06",8,0
"male","white","18-34","48040",28,"2020-07-06",1,0
"male","white","18-34","48040",28,"2020-07-06",26,1
"male","white","18-34","48040",28,"2020-07-06",1,0
"male","white","18-34","48040",28,"2020-07-06",5,0
"male","white","18-34","48040",28,"2020-07-06",4,0
"male","white","18-34","48040",28,"2020-07-06",9,0
"male","white","18-34","48040",28,"2020-07-06",2,0
"male","white","18-34","48041",29,"2020-07-13",8,1
"male","white","18-34","48041",29,"2020-07-13",22,0
"male","white","18-34","48041",29,"2020-07-13",3,0
"male","white","18-34","48041",29,"2020-07-13",69,0
"male","white","18-34","48041",29,"2020-07-13",4,0
"male","white","18-34","48041",29,"2020-07-13",13,0
"male","white","18-34","48041",29,"2020-07-13",10,0
"male","white","18-34","48041",29,"2020-07-13",24,0
"male","white","18-34","48041",29,"2020-07-13",5,0
"male","white","18-34","48041",29,"2020-07-13",2,0
"male","white","18-34","48042",30,"2020-07-20",1,0
"male","white","18-34","48042",30,"2020-07-20",4,0
"male","white","18-34","48042",30,"2020-07-20",15,0
"male","white","18-34","48042",30,"2020-07-20",2,0
"male","white","18-34","48042",30,"2020-07-20",2,0
"male","white","18-34","48042",30,"2020-07-20",5,0
"male","white","18-34","48042",30,"2020-07-20",1,0
"male","black","18-34","48001",1,"2019-12-30",12,0
"male","black","18-34","48001",1,"2019-12-30",34,1
"male","black","18-34","48001",1,"2019-12-30",6,0
"male","black","18-34","48001",1,"2019-12-30",108,1
"male","black","18-34","48001",1,"2019-12-30",6,0
"male","black","18-34","48001",1,"2019-12-30",21,0
"male","black","18-34","48001",1,"2019-12-30",16,0
"male","black","18-34","48001",1,"2019-12-30",38,0
"male","black","18-34","48001",1,"2019-12-30",8,0
"male","black","18-34","48001",1,"2019-12-30",3,0
"male","black","18-34","48002",2,"2020-01-06",12,0
"male","black","18-34","48002",2,"2020-01-06",34,0
"male","black","18-34","48002",2,"2020-01-06",6,0
"male","black","18-34","48002",2,"2020-01-06",107,0
"male","black","18-34","48002",2,"2020-01-06",6,0
"male","black","18-34","48002",2,"2020-01-06",21,0
"male","black","18-34","48002",2,"2020-01-06",16,0
"male","black","18-34","48002",2,"2020-01-06",37,0
"male","black","18-34","48002",2,"2020-01-06",8,0
"male","black","18-34","48002",2,"2020-01-06",3,1
"male","black","18-34","48003",3,"2020-01-13",3,0
"male","black","18-34","48003",3,"2020-01-13",10,0
"male","black","18-34","48003",3,"2020-01-13",1,0
"male","black","18-34","48003",3,"2020-01-13",33,0
"male","black","18-34","48003",3,"2020-01-13",2,0
"male","black","18-34","48003",3,"2020-01-13",6,0
"male","black","18-34","48003",3,"2020-01-13",5,1
"male","black","18-34","48003",3,"2020-01-13",11,0
"male","black","18-34","48003",3,"2020-01-13",2,0
"male","black","18-34","48004",4,"2020-01-20",5,0
"male","black","18-34","48004",4,"2020-01-20",13,0
"male","black","18-34","48004",4,"2020-01-20",2,0
"male","black","18-34","48004",4,"2020-01-20",42,0
"male","black","18-34","48004",4,"2020-01-20",2,0
"male","black","18-34","48004",4,"2020-01-20",8,0
"male","black","18-34","48004",4,"2020-01-20",6,0
"male","black","18-34","48004",4,"2020-01-20",14,0
"male","black","18-34","48004",4,"2020-01-20",3,0
"male","black","18-34","48004",4,"2020-01-20",1,0
"male","black","18-34","48005",5,"2020-01-27",5,0
"male","black","18-34","48005",5,"2020-01-27",14,0
"male","black","18-34","48005",5,"2020-01-27",2,0
"male","black","18-34","48005",5,"2020-01-27",46,1
"male","black","18-34","48005",5,"2020-01-27",2,0
"male","black","18-34","48005",5,"2020-01-27",9,0
"male","black","18-34","48005",5,"2020-01-27",7,0
"male","black","18-34","48005",5,"2020-01-27",16,0
"male","black","18-34","48005",5,"2020-01-27",3,0
"male","black","18-34","48005",5,"2020-01-27",1,0
"male","black","18-34","48006",6,"2020-02-03",3,0
"male","black","18-34","48006",6,"2020-02-03",9,0
"male","black","18-34","48006",6,"2020-02-03",1,0
"male","black","18-34","48006",6,"2020-02-03",30,1
"male","black","18-34","48006",6,"2020-02-03",1,0
"male","black","18-34","48006",6,"2020-02-03",5,0
"male","black","18-34","48006",6,"2020-02-03",4,0
"male","black","18-34","48006",6,"2020-02-03",10,0
"male","black","18-34","48006",6,"2020-02-03",2,0
"male","black","18-34","48009",7,"2020-02-10",1,0
"male","black","18-34","48009",7,"2020-02-10",3,0
"male","black","18-34","48009",7,"2020-02-10",10,0
"male","black","18-34","48009",7,"2020-02-10",1,0
"male","black","18-34","48009",7,"2020-02-10",1,0
"male","black","18-34","48009",7,"2020-02-10",3,0
"male","black","18-34","48012",8,"2020-02-17",2,0
"male","black","18-34","48012",8,"2020-02-17",7,0
"male","black","18-34","48012",8,"2020-02-17",1,0
"male","black","18-34","48012",8,"2020-02-17",23,0
"male","black","18-34","48012",8,"2020-02-17",1,0
"male","black","18-34","48012",8,"2020-02-17",4,0
"male","black","18-34","48012",8,"2020-02-17",3,0
"male","black","18-34","48012",8,"2020-02-17",8,0
"male","black","18-34","48012",8,"2020-02-17",1,0
"male","black","18-34","48014",9,"2020-02-24",15,1
"male","black","18-34","48014",9,"2020-02-24",41,0
"male","black","18-34","48014",9,"2020-02-24",7,0
"male","black","18-34","48014",9,"2020-02-24",127,2
"male","black","18-34","48014",9,"2020-02-24",7,0
"male","black","18-34","48014",9,"2020-02-24",24,0
"male","black","18-34","48014",9,"2020-02-24",19,0
"male","black","18-34","48014",9,"2020-02-24",44,1
"male","black","18-34","48014",9,"2020-02-24",10,0
"male","black","18-34","48014",9,"2020-02-24",3,0
"male","black","18-34","48015",10,"2020-03-02",4,0
"male","black","18-34","48015",10,"2020-03-02",11,0
"male","black","18-34","48015",10,"2020-03-02",2,0
"male","black","18-34","48015",10,"2020-03-02",36,0
"male","black","18-34","48015",10,"2020-03-02",2,0
"male","black","18-34","48015",10,"2020-03-02",7,0
"male","black","18-34","48015",10,"2020-03-02",5,0
"male","black","18-34","48015",10,"2020-03-02",12,0
"male","black","18-34","48015",10,"2020-03-02",2,0
"male","black","18-34","48015",10,"2020-03-02",1,1
"male","black","18-34","48017",11,"2020-03-09",12,0
"male","black","18-34","48017",11,"2020-03-09",32,0
"male","black","18-34","48017",11,"2020-03-09",5,0
"male","black","18-34","48017",11,"2020-03-09",102,0
"male","black","18-34","48017",11,"2020-03-09",6,0
"male","black","18-34","48017",11,"2020-03-09",19,0
"male","black","18-34","48017",11,"2020-03-09",15,0
"male","black","18-34","48017",11,"2020-03-09",35,0
"male","black","18-34","48017",11,"2020-03-09",8,0
"male","black","18-34","48017",11,"2020-03-09",3,0
"male","black","18-34","48021",12,"2020-03-16",2,0
"male","black","18-34","48021",12,"2020-03-16",6,0
"male","black","18-34","48021",12,"2020-03-16",1,0
"male","black","18-34","48021",12,"2020-03-16",2,0
"male","black","18-34","48022",13,"2020-03-23",3,0
"male","black","18-34","48022",13,"2020-03-23",8,1
"male","black","18-34","48022",13,"2020-03-23",1,0
"male","black","18-34","48022",13,"2020-03-23",27,1
"male","black","18-34","48022",13,"2020-03-23",1,0
"male","black","18-34","48022",13,"2020-03-23",5,1
"male","black","18-34","48022",13,"2020-03-23",4,0
"male","black","18-34","48022",13,"2020-03-23",9,2
"male","black","18-34","48022",13,"2020-03-23",2,0
"male","black","18-34","48023",14,"2020-03-30",18,1
"male","black","18-34","48023",14,"2020-03-30",51,2
"male","black","18-34","48023",14,"2020-03-30",8,1
"male","black","18-34","48023",14,"2020-03-30",158,5
"male","black","18-34","48023",14,"2020-03-30",9,0
"male","black","18-34","48023",14,"2020-03-30",31,1
"male","black","18-34","48023",14,"2020-03-30",24,1
"male","black","18-34","48023",14,"2020-03-30",55,1
"male","black","18-34","48023",14,"2020-03-30",12,0
"male","black","18-34","48023",14,"2020-03-30",4,0
"male","black","18-34","48025",15,"2020-04-06",8,0
"male","black","18-34","48025",15,"2020-04-06",21,0
"male","black","18-34","48025",15,"2020-04-06",3,0
"male","black","18-34","48025",15,"2020-04-06",67,0
"male","black","18-34","48025",15,"2020-04-06",4,0
"male","black","18-34","48025",15,"2020-04-06",13,0
"male","black","18-34","48025",15,"2020-04-06",10,0
"male","black","18-34","48025",15,"2020-04-06",23,0
"male","black","18-34","48025",15,"2020-04-06",5,0
"male","black","18-34","48025",15,"2020-04-06",2,0
"male","black","18-34","48026",16,"2020-04-13",8,0
"male","black","18-34","48026",16,"2020-04-13",23,1
"male","black","18-34","48026",16,"2020-04-13",4,0
"male","black","18-34","48026",16,"2020-04-13",74,3
"male","black","18-34","48026",16,"2020-04-13",4,1
"male","black","18-34","48026",16,"2020-04-13",14,1
"male","black","18-34","48026",16,"2020-04-13",11,0
"male","black","18-34","48026",16,"2020-04-13",26,1
"male","black","18-34","48026",16,"2020-04-13",5,0
"male","black","18-34","48026",16,"2020-04-13",2,0
"male","black","18-34","48027",17,"2020-04-20",4,0
"male","black","18-34","48027",17,"2020-04-20",13,0
"male","black","18-34","48027",17,"2020-04-20",2,0
"male","black","18-34","48027",17,"2020-04-20",41,1
"male","black","18-34","48027",17,"2020-04-20",2,0
"male","black","18-34","48027",17,"2020-04-20",8,1
"male","black","18-34","48027",17,"2020-04-20",6,0
"male","black","18-34","48027",17,"2020-04-20",14,0
"male","black","18-34","48027",17,"2020-04-20",3,0
"male","black","18-34","48027",17,"2020-04-20",1,0
"male","black","18-34","48028",18,"2020-04-27",3,0
"male","black","18-34","48028",18,"2020-04-27",9,1
"male","black","18-34","48028",18,"2020-04-27",1,0
"male","black","18-34","48028",18,"2020-04-27",29,0
"male","black","18-34","48028",18,"2020-04-27",1,0
"male","black","18-34","48028",18,"2020-04-27",5,0
"male","black","18-34","48028",18,"2020-04-27",4,0
"male","black","18-34","48028",18,"2020-04-27",10,0
"male","black","18-34","48028",18,"2020-04-27",2,0
"male","black","18-34","48030",19,"2020-05-04",7,1
"male","black","18-34","48030",19,"2020-05-04",19,0
"male","black","18-34","48030",19,"2020-05-04",3,0
"male","black","18-34","48030",19,"2020-05-04",59,3
"male","black","18-34","48030",19,"2020-05-04",3,0
"male","black","18-34","48030",19,"2020-05-04",11,0
"male","black","18-34","48030",19,"2020-05-04",9,0
"male","black","18-34","48030",19,"2020-05-04",20,0
"male","black","18-34","48030",19,"2020-05-04",4,0
"male","black","18-34","48030",19,"2020-05-04",1,0
"male","black","18-34","48032",20,"2020-05-11",3,1
"male","black","18-34","48032",20,"2020-05-11",8,0
"male","black","18-34","48032",20,"2020-05-11",1,0
"male","black","18-34","48032",20,"2020-05-11",25,0
"male","black","18-34","48032",20,"2020-05-11",1,0
"male","black","18-34","48032",20,"2020-05-11",4,1
"male","black","18-34","48032",20,"2020-05-11",3,0
"male","black","18-34","48032",20,"2020-05-11",8,0
"male","black","18-34","48032",20,"2020-05-11",2,0
"male","black","18-34","48033",21,"2020-05-18",2,0
"male","black","18-34","48033",21,"2020-05-18",6,0
"male","black","18-34","48033",21,"2020-05-18",1,0
"male","black","18-34","48033",21,"2020-05-18",21,0
"male","black","18-34","48033",21,"2020-05-18",1,0
"male","black","18-34","48033",21,"2020-05-18",4,0
"male","black","18-34","48033",21,"2020-05-18",3,0
"male","black","18-34","48033",21,"2020-05-18",7,0
"male","black","18-34","48033",21,"2020-05-18",1,0
"male","black","18-34","48034",22,"2020-05-25",2,0
"male","black","18-34","48034",22,"2020-05-25",5,0
"male","black","18-34","48034",22,"2020-05-25",17,0
"male","black","18-34","48034",22,"2020-05-25",1,0
"male","black","18-34","48034",22,"2020-05-25",3,0
"male","black","18-34","48034",22,"2020-05-25",2,0
"male","black","18-34","48034",22,"2020-05-25",6,0
"male","black","18-34","48034",22,"2020-05-25",1,0
"male","black","18-34","48035",23,"2020-06-01",3,0
"male","black","18-34","48035",23,"2020-06-01",9,0
"male","black","18-34","48035",23,"2020-06-01",1,0
"male","black","18-34","48035",23,"2020-06-01",29,0
"male","black","18-34","48035",23,"2020-06-01",1,0
"male","black","18-34","48035",23,"2020-06-01",5,0
"male","black","18-34","48035",23,"2020-06-01",4,0
"male","black","18-34","48035",23,"2020-06-01",10,0
"male","black","18-34","48035",23,"2020-06-01",2,0
"male","black","18-34","48036",24,"2020-06-08",3,0
"male","black","18-34","48036",24,"2020-06-08",10,0
"male","black","18-34","48036",24,"2020-06-08",1,0
"male","black","18-34","48036",24,"2020-06-08",32,0
"male","black","18-34","48036",24,"2020-06-08",1,0
"male","black","18-34","48036",24,"2020-06-08",6,0
"male","black","18-34","48036",24,"2020-06-08",5,0
"male","black","18-34","48036",24,"2020-06-08",11,0
"male","black","18-34","48036",24,"2020-06-08",2,0
"male","black","18-34","48037",25,"2020-06-15",2,0
"male","black","18-34","48037",25,"2020-06-15",7,0
"male","black","18-34","48037",25,"2020-06-15",1,0
"male","black","18-34","48037",25,"2020-06-15",23,0
"male","black","18-34","48037",25,"2020-06-15",1,0
"male","black","18-34","48037",25,"2020-06-15",4,0
"male","black","18-34","48037",25,"2020-06-15",3,0
"male","black","18-34","48037",25,"2020-06-15",8,0
"male","black","18-34","48037",25,"2020-06-15",1,0
"male","black","18-34","48038",26,"2020-06-22",2,0
"male","black","18-34","48038",26,"2020-06-22",7,0
"male","black","18-34","48038",26,"2020-06-22",1,0
"male","black","18-34","48038",26,"2020-06-22",1,0
"male","black","18-34","48038",26,"2020-06-22",2,0
"male","black","18-34","48039",27,"2020-06-29",4,0
"male","black","18-34","48039",27,"2020-06-29",12,1
"male","black","18-34","48039",27,"2020-06-29",2,0
"male","black","18-34","48039",27,"2020-06-29",40,0
"male","black","18-34","48039",27,"2020-06-29",2,0
"male","black","18-34","48039",27,"2020-06-29",7,0
"male","black","18-34","48039",27,"2020-06-29",6,0
"male","black","18-34","48039",27,"2020-06-29",14,0
"male","black","18-34","48039",27,"2020-06-29",3,0
"male","black","18-34","48039",27,"2020-06-29",1,0
"male","black","18-34","48040",28,"2020-07-06",3,0
"male","black","18-34","48040",28,"2020-07-06",9,1
"male","black","18-34","48040",28,"2020-07-06",1,0
"male","black","18-34","48040",28,"2020-07-06",30,2
"male","black","18-34","48040",28,"2020-07-06",1,0
"male","black","18-34","48040",28,"2020-07-06",5,0
"male","black","18-34","48040",28,"2020-07-06",4,0
"male","black","18-34","48040",28,"2020-07-06",10,0
"male","black","18-34","48040",28,"2020-07-06",2,0
"male","black","18-34","48041",29,"2020-07-13",9,0
"male","black","18-34","48041",29,"2020-07-13",25,0
"male","black","18-34","48041",29,"2020-07-13",4,0
"male","black","18-34","48041",29,"2020-07-13",78,0
"male","black","18-34","48041",29,"2020-07-13",4,0
"male","black","18-34","48041",29,"2020-07-13",15,0
"male","black","18-34","48041",29,"2020-07-13",12,0
"male","black","18-34","48041",29,"2020-07-13",27,0
"male","black","18-34","48041",29,"2020-07-13",6,0
"male","black","18-34","48041",29,"2020-07-13",2,0
"male","black","18-34","48042",30,"2020-07-20",2,0
"male","black","18-34","48042",30,"2020-07-20",5,0
"male","black","18-34","48042",30,"2020-07-20",17,1
"male","black","18-34","48042",30,"2020-07-20",1,0
"male","black","18-34","48042",30,"2020-07-20",3,0
"male","black","18-34","48042",30,"2020-07-20",2,0
"male","black","18-34","48042",30,"2020-07-20",6,0
"male","black","18-34","48042",30,"2020-07-20",1,0
"male","other","18-34","48001",1,"2019-12-30",4,0
"male","other","18-34","48001",1,"2019-12-30",12,0
"male","other","18-34","48001",1,"2019-12-30",2,0
"male","other","18-34","48001",1,"2019-12-30",38,0
"male","other","18-34","48001",1,"2019-12-30",2,0
"male","other","18-34","48001",1,"2019-12-30",7,0
"male","other","18-34","48001",1,"2019-12-30",6,0
"male","other","18-34","48001",1,"2019-12-30",13,0
"male","other","18-34","48001",1,"2019-12-30",3,0
"male","other","18-34","48001",1,"2019-12-30",1,0
"male","other","18-34","48002",2,"2020-01-06",4,0
"male","other","18-34","48002",2,"2020-01-06",12,0
"male","other","18-34","48002",2,"2020-01-06",2,0
"male","other","18-34","48002",2,"2020-01-06",38,0
"male","other","18-34","48002",2,"2020-01-06",2,0
"male","other","18-34","48002",2,"2020-01-06",7,0
"male","other","18-34","48002",2,"2020-01-06",5,0
"male","other","18-34","48002",2,"2020-01-06",13,1
"male","other","18-34","48002",2,"2020-01-06",3,0
"male","other","18-34","48002",2,"2020-01-06",1,0
"male","other","18-34","48003",3,"2020-01-13",1,0
"male","other","18-34","48003",3,"2020-01-13",3,0
"male","other","18-34","48003",3,"2020-01-13",11,1
"male","other","18-34","48003",3,"2020-01-13",2,0
"male","other","18-34","48003",3,"2020-01-13",1,0
"male","other","18-34","48003",3,"2020-01-13",4,1
"male","other","18-34","48004",4,"2020-01-20",1,0
"male","other","18-34","48004",4,"2020-01-20",4,0
"male","other","18-34","48004",4,"2020-01-20",15,0
"male","other","18-34","48004",4,"2020-01-20",2,0
"male","other","18-34","48004",4,"2020-01-20",2,0
"male","other","18-34","48004",4,"2020-01-20",5,0
"male","other","18-34","48004",4,"2020-01-20",1,0
"male","other","18-34","48005",5,"2020-01-27",1,0
"male","other","18-34","48005",5,"2020-01-27",5,0
"male","other","18-34","48005",5,"2020-01-27",16,0
"male","other","18-34","48005",5,"2020-01-27",1,0
"male","other","18-34","48005",5,"2020-01-27",3,0
"male","other","18-34","48005",5,"2020-01-27",2,0
"male","other","18-34","48005",5,"2020-01-27",5,0
"male","other","18-34","48005",5,"2020-01-27",1,0
"male","other","18-34","48006",6,"2020-02-03",1,0
"male","other","18-34","48006",6,"2020-02-03",3,0
"male","other","18-34","48006",6,"2020-02-03",10,0
"male","other","18-34","48006",6,"2020-02-03",2,0
"male","other","18-34","48006",6,"2020-02-03",1,0
"male","other","18-34","48006",6,"2020-02-03",3,0
"male","other","18-34","48009",7,"2020-02-10",1,0
"male","other","18-34","48009",7,"2020-02-10",3,0
"male","other","18-34","48009",7,"2020-02-10",1,0
"male","other","18-34","48012",8,"2020-02-17",2,0
"male","other","18-34","48012",8,"2020-02-17",8,0
"male","other","18-34","48012",8,"2020-02-17",1,0
"male","other","18-34","48012",8,"2020-02-17",1,0
"male","other","18-34","48012",8,"2020-02-17",2,0
"male","other","18-34","48014",9,"2020-02-24",5,0
"male","other","18-34","48014",9,"2020-02-24",14,0
"male","other","18-34","48014",9,"2020-02-24",2,0
"male","other","18-34","48014",9,"2020-02-24",45,0
"male","other","18-34","48014",9,"2020-02-24",2,0
"male","other","18-34","48014",9,"2020-02-24",8,0
"male","other","18-34","48014",9,"2020-02-24",7,0
"male","other","18-34","48014",9,"2020-02-24",16,0
"male","other","18-34","48014",9,"2020-02-24",3,0
"male","other","18-34","48014",9,"2020-02-24",1,0
"male","other","18-34","48015",10,"2020-03-02",1,0
"male","other","18-34","48015",10,"2020-03-02",4,0
"male","other","18-34","48015",10,"2020-03-02",12,1
"male","other","18-34","48015",10,"2020-03-02",2,0
"male","other","18-34","48015",10,"2020-03-02",2,0
"male","other","18-34","48015",10,"2020-03-02",4,0
"male","other","18-34","48015",10,"2020-03-02",1,0
"male","other","18-34","48017",11,"2020-03-09",4,0
"male","other","18-34","48017",11,"2020-03-09",11,0
"male","other","18-34","48017",11,"2020-03-09",2,0
"male","other","18-34","48017",11,"2020-03-09",36,0
"male","other","18-34","48017",11,"2020-03-09",2,0
"male","other","18-34","48017",11,"2020-03-09",7,0
"male","other","18-34","48017",11,"2020-03-09",5,0
"male","other","18-34","48017",11,"2020-03-09",12,0
"male","other","18-34","48017",11,"2020-03-09",2,0
"male","other","18-34","48017",11,"2020-03-09",1,0
"male","other","18-34","48021",12,"2020-03-16",2,0
"male","other","18-34","48022",13,"2020-03-23",1,0
"male","other","18-34","48022",13,"2020-03-23",3,0
"male","other","18-34","48022",13,"2020-03-23",9,0
"male","other","18-34","48022",13,"2020-03-23",1,0
"male","other","18-34","48022",13,"2020-03-23",1,0
"male","other","18-34","48022",13,"2020-03-23",3,0
"male","other","18-34","48023",14,"2020-03-30",6,0
"male","other","18-34","48023",14,"2020-03-30",18,0
"male","other","18-34","48023",14,"2020-03-30",3,1
"male","other","18-34","48023",14,"2020-03-30",56,0
"male","other","18-34","48023",14,"2020-03-30",3,0
"male","other","18-34","48023",14,"2020-03-30",11,0
"male","other","18-34","48023",14,"2020-03-30",8,0
"male","other","18-34","48023",14,"2020-03-30",19,0
"male","other","18-34","48023",14,"2020-03-30",4,0
"male","other","18-34","48023",14,"2020-03-30",1,0
"male","other","18-34","48025",15,"2020-04-06",2,0
"male","other","18-34","48025",15,"2020-04-06",7,0
"male","other","18-34","48025",15,"2020-04-06",1,0
"male","other","18-34","48025",15,"2020-04-06",23,0
"male","other","18-34","48025",15,"2020-04-06",1,0
"male","other","18-34","48025",15,"2020-04-06",4,0
"male","other","18-34","48025",15,"2020-04-06",3,0
"male","other","18-34","48025",15,"2020-04-06",8,0
"male","other","18-34","48025",15,"2020-04-06",1,0
"male","other","18-34","48026",16,"2020-04-13",3,0
"male","other","18-34","48026",16,"2020-04-13",8,0
"male","other","18-34","48026",16,"2020-04-13",1,1
"male","other","18-34","48026",16,"2020-04-13",26,1
"male","other","18-34","48026",16,"2020-04-13",1,0
"male","other","18-34","48026",16,"2020-04-13",5,0
"male","other","18-34","48026",16,"2020-04-13",4,0
